AIRPORT_ICAO,AIRPORT_IATA,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_CITY_CD,AIRPORT_STATE_CD,AIRPORT_COUNTRY_CD,AIRPORT_COUNTRY,AIRPORT_REGION,AIRPORT_REGION_TIMEZONE,UTC_HR_OFFSET,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,AIRPORT_ELEVATION,AIRPORT_SIZE,UPDATED_DT
FMMG,WAQ,Antsalova Airport,Antsalova,WAQ,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.7,44.616667,551,4,2017-10-10 11:17:20
FMMH,VVB,Mahanoro Airport,Mahanoro,VVB,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-19.833333,48.8,16,5,2017-10-10 11:17:20
FMMI,TNR,Antananarivo Ivato International Airport,Antananarivo,TNR,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.799632,47.475028,4198,4,2017-12-13 18:29:45
FMMK,JVA,Ankavandra Airport,Ankavandra,JVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.8,45.283333,427,4,2017-10-10 11:17:20
FMML,BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,BMD,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-19.689339,44.544843,152,4,2017-10-10 11:17:20
FMMN,ZVA,Miandrivazo Airport,Miandrivazo,ZVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-19.5,45.466667,203,5,2017-10-10 11:17:20
FMMO,MXT,Maintirano Airport,Maintirano,MXT,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.047778,44.032778,98,4,2017-10-10 11:17:20
FMMQ,ILK,Ilaka Airport,Ilaka,ILK,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-20.333333,47.166667,33,5,2017-10-10 11:17:20
FMMR,TVA,Morafenobe Airport,Morafenobe,TVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-17.849444,44.919167,748,4,2017-10-10 11:17:20
FMMS,SMS,Sainte Marie Airport,Sainte Marie,SMS,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-17.083333,49.816667,182,4,2017-10-10 11:17:20
FMMT,TMM,Tamatave Airport,Tamatave,TMM,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.11,49.392222,20,4,2017-10-10 11:17:20
FMMU,WTA,Tambohorano Airport,Tambohorano,WTA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-17.483333,43.966667,23,5,2017-10-10 11:17:20
FMMV,MOQ,Morondava Airport,Morondava,MOQ,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-20.283611,44.318333,30,4,2017-10-10 11:17:20
FMMX,WTS,Tsiroanomandidy Airport,Tsiroanomandidy,WTS,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-18.757222,46.054444,2776,4,2017-10-10 11:17:20
FMMY,VAT,Vatomandry Airport,Vatomandry,VAT,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-19.283333,48.833333,39,5,2017-10-10 11:17:20
FMMZ,WAM,Ambatondrazaka Airport,Ambatondrazaka,WAM,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-17.8,48.433333,2513,5,2017-10-10 11:17:20
FMNA,DIE,Antsiranana/Arrachart Airport,Antsiranana,DIE,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-12.346111,49.2925,374,4,2017-10-10 11:17:20
FMNC,WMR,Mananara Nord Airport,Mananara,WMR,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-16.164107,49.774969,28,4,2017-10-10 11:17:20
FMND,ZWA,Andapa Airport,Andapa,ZWA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-14.65,49.616667,1552,5,2017-10-10 11:17:20
FMNE,AMB,Ambilobe Airport,Ambilobe,AMB,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-13.183333,48.983333,72,5,2017-10-10 11:17:20
FMNF,WBD,Befandriana Airport,Befandriana,WBD,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15.2,48.483333,820,5,2017-10-10 11:17:20
FMNG,WPB,Port Berge Airport,Port Berge,WPB,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15.55,47.666667,213,5,2017-10-10 11:17:20
FMNH,ANM,Antsirabato,Antalaha,ANM,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15,50.316667,20,4,2017-10-10 11:17:20
FMNJ,IVA,Ambanja Airport,Ambanja,IVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-13.642222,48.457778,36,5,2017-10-10 11:17:20
FMNL,HVA,Analalava Airport,Analalava,HVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-14.633333,47.766667,344,4,2017-10-10 11:17:20
FMNM,MJN,Amborovy Airport,Majunga,MJN,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15.665833,46.353056,87,4,2017-10-10 11:17:20
FMNN,NOS,Fascene Airport,Nossi-be,NOS,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-13.311111,48.313889,36,4,2017-10-10 11:17:20
FMNO,DWB,Soalala Airport,Soalala,DWB,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-16.1,45.366667,141,4,2017-10-10 11:17:20
FMNQ,BPY,Besalampy Airport,Besalampy,BPY,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-16.75,44.483333,125,4,2017-10-10 11:17:20
FMNR,WMN,Maroantsetra Airport,Maroantsetra,WMN,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15.436459,49.690302,22,4,2017-10-10 11:17:20
FMNS,SVB,Sambava Airport,Sambava,SVB,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-14.276944,50.175,20,4,2017-10-10 11:17:20
FMNT,TTS,Tsaratanana Airport,Tsaratanana,TTS,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-16.733333,47.6,1073,5,2017-10-10 11:17:20
FMNV,VOH,Vohemar Airport,Vohemar,VOH,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-13.366667,50,20,5,2017-10-10 11:17:20
FMNW,WAI,Ambalabe Airport,Antsohihy,WAI,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-14.89875,47.993895,91,5,2017-10-10 11:17:20
FMNX,WMA,Mandritsara Airport,Mandritsara,WMA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-15.833333,48.833333,1007,5,2017-10-10 11:17:20
FMSB,WBO,Beroroha Airport,Beroroha,WBO,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.6,45.133333,820,5,2017-10-10 11:17:20
FMSC,WMD,Mandabe Airport,Mandabe,WMD,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.033333,44.95,951,5,2017-10-10 11:17:20
FMSD,FTU,Marillac Airport,Fort Dauphin,FTU,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-25.038056,46.955556,26,4,2017-10-10 11:17:20
FMSF,WFI,Fianarantsoa Airport,Fianarantsoa,WFI,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.441319,47.110553,3651,4,2017-10-10 11:17:20
FMSG,RVA,Farafangana Airport,Farafangana,RVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-22.801944,47.819444,26,4,2017-10-10 11:17:20
FMSI,IHO,Ihosy Airport,Ihosy,IHO,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-22.416667,46.116667,2500,5,2017-10-10 11:17:20
FMSJ,MJA,Manja Airport,Manja,MJA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.416667,44.316667,787,4,2017-10-10 11:17:20
FMSK,WVK,Manakara Airport,Manakara,WVK,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-22.116667,48.016667,33,5,2017-10-10 11:17:20
FMSL,OVA,Bekily Airport,Bekily,OVA,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-24.2325,45.305,1270,5,2017-10-10 11:17:20
FMSM,MNJ,Mananjary Airport,Mananjary,MNJ,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.207066,48.356779,14,4,2017-10-10 11:17:20
FMSN,TDV,Tanandava Airport,Tanandava,TDV,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.7,43.733333,89,5,2017-10-10 11:17:20
FMSR,MXM,Morombe Airport,Morombe,MXM,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-21.751706,43.375739,18,4,2017-10-10 11:17:20
FMST,TLE,Toliara Airport,Toliara,TLE,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-23.38882,43.723888,15,4,2017-10-10 11:17:20
FMSU,VND,Vangaindrano Airport,Vangaindrano,VND,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-23.35,47.566667,43,5,2017-10-10 11:17:20
FMSY,AMP,Ampanihy Airport,Ampanihy,AMP,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-24.7,44.733333,771,5,2017-10-10 11:17:20
FMSZ,WAK,Ankazoabo Airport,Ankazoabo,WAK,"",MG,Madagascar,Africa,Indian/Antananarivo,3,-22.3,44.533333,1411,5,2017-10-10 11:17:20
FNAM,AZZ,Ambriz Airport,Ambriz,AZZ,"",AO,Angola,Africa,Africa/Luanda,1,-7.883333,13.15,144,5,2017-10-10 11:17:20
FNBC,SSY,"M'Banza Congo Airport","M'Banza Congo",SSY,"",AO,Angola,Africa,Africa/Luanda,1,-6.273889,14.244167,1860,5,2017-10-10 11:17:20
FNBG,BUG,17 de Setembro Airport,Benguela,BUG,"",AO,Angola,Africa,Africa/Luanda,1,-12.609024,13.403714,112,4,2017-10-10 11:17:20
FNCA,CAB,Cabinda Airport,Cabinda,CAB,"",AO,Angola,Africa,Africa/Luanda,1,-5.583333,12.2,66,4,2017-10-10 11:17:20
FNCM,CBT,Catumbela Airport,Catumbela,CBT,"",AO,Angola,Africa,Africa/Luanda,1,-12.483333,13.483333,0,4,2017-10-10 11:17:20
FNGI,VPE,Ongiva Airport,Ongiva,VPE,"",AO,Angola,Africa,Africa/Luanda,1,-17.047413,15.689624,3669,4,2017-10-10 11:17:20
FNHU,NOV,Huambo Airport,Huambo,NOV,"",AO,Angola,Africa,Africa/Luanda,1,-12.805556,15.757222,5587,4,2017-10-10 11:17:20
FNKU,SVP,Kuito Airport,Kuito,SVP,"",AO,Angola,Africa,Africa/Luanda,1,-12.3997,16.955244,5656,4,2017-10-10 11:17:20
FNLU,LAD,Quatro de Fevereiro Airport,Luanda,LAD,"",AO,Angola,Africa,Africa/Luanda,1,-8.847951,13.234862,238,3,2017-10-10 11:17:20
FNMA,MEG,Malanje Airport,Malanje,MEG,"",AO,Angola,Africa,Africa/Luanda,1,-9.526404,16.318961,3874,4,2017-10-10 11:17:20
FNME,SPP,Menongue Airport,Menongue,SPP,"",AO,Angola,Africa,Africa/Luanda,1,-14.6375,17.725556,4616,4,2017-10-10 11:17:20
FNMO,MSZ,Yuri Gagarin Airport,Namibe,MSZ,"",AO,Angola,Africa,Africa/Luanda,1,-15.258293,12.150872,238,4,2017-10-10 11:17:20
FNNG,GXG,Negage Airport,Negage,GXG,"",AO,Angola,Africa,Africa/Luanda,1,-7.783333,15.45,4105,5,2017-10-10 11:17:20
FNPA,PBN,Porto Amboim Airport,Porto Amboim,PBN,"",AO,Angola,Africa,Africa/Luanda,1,-10.7,13.75,16,5,2017-10-10 11:17:20
FNSA,VHC,Saurimo Airport,Saurimo,VHC,"",AO,Angola,Africa,Africa/Luanda,1,-9.75,20.55,3584,4,2017-10-10 11:17:20
FNSO,SZA,Soyo Airport,Soyo,SZA,"",AO,Angola,Africa,Africa/Luanda,1,-6.140637,12.375155,43,4,2017-10-10 11:17:20
FNSU,NDD,Sumbe Airport,Sumbe,NDD,"",AO,Angola,Africa,Africa/Luanda,1,-11.166667,13.866667,36,5,2017-10-10 11:17:20
FNUB,SDD,Lubango Airport,Lubango,SDD,"",AO,Angola,Africa,Africa/Luanda,1,-14.924444,13.576667,5778,4,2017-10-10 11:17:20
FNUE,LUO,Luena Airport,Luena,LUO,"",AO,Angola,Africa,Africa/Luanda,1,-11.76806,19.89778,4449,4,2017-12-13 18:29:45
FNUG,UGO,Uige Airport,Uige,UGO,"",AO,Angola,Africa,Africa/Luanda,1,-7.816667,15.15,2720,5,2017-10-10 11:17:20
FNWK,CEO,Wako Kungo Airport,Wako Kungo,CEO,"",AO,Angola,Africa,Africa/Luanda,1,-11.426389,15.101389,4357,5,2017-10-10 11:17:20
FNXA,XGN,Xangongo Airport,Xangongo,XGN,"",AO,Angola,Africa,Africa/Luanda,1,-16.75,14.972222,3636,5,2017-10-10 11:17:20
FNZE,ARZ,"N'Zeto Airport","N'Zeto",ARZ,"",AO,Angola,Africa,Africa/Luanda,1,-7.5,13.5,69,5,2017-10-10 11:17:20
FOGB,BGB,Booue Airport,Booue,BGB,"",GA,Gabon,Africa,Africa/Libreville,1,-0.106667,11.938889,604,5,2017-10-10 11:17:20
FOGE,KDN,Ndende Airport,Ndende,KDN,"",GA,Gabon,Africa,Africa/Libreville,1,-2.5,11.166667,417,5,2017-10-10 11:17:20
FOGF,FOU,Fougamou Airport,Fougamou,FOU,"",GA,Gabon,Africa,Africa/Libreville,1,-1.2,10.783333,262,5,2017-10-10 11:17:20
FOGG,MBC,Mbigou Airport,Mbigou,MBC,"",GA,Gabon,Africa,Africa/Libreville,1,-2,12,2346,5,2017-10-10 11:17:20
FOGI,MGX,Moabi Airport,Moabi,MGX,"",GA,Gabon,Africa,Africa/Libreville,1,-2.25,11,787,5,2017-10-10 11:17:20
FOGJ,KDJ,Ndjole Airport,Ndjole,KDJ,"",GA,Gabon,Africa,Africa/Libreville,1,-0.15,10.766667,164,5,2017-10-10 11:17:20
FOGK,KOU,Koulamoutou Airport,Koulamoutou,KOU,"",GA,Gabon,Africa,Africa/Libreville,1,-1.184532,12.441104,1033,4,2017-10-10 11:17:20
FOGM,MJL,Mouila Airport,Mouila,MJL,"",GA,Gabon,Africa,Africa/Libreville,1,-1.817778,10.924167,295,5,2017-10-10 11:17:20
FOGO,OYE,Oyem Airport,Oyem,OYE,"",GA,Gabon,Africa,Africa/Libreville,1,1.536975,11.578365,2165,4,2017-10-10 11:17:20
FOGQ,OKN,Okondja Airport,Okondja,OKN,"",GA,Gabon,Africa,Africa/Libreville,1,-1,14.008333,1325,5,2017-10-10 11:17:20
FOGR,LBQ,Lambarene Airport,Lambarene,LBQ,"",GA,Gabon,Africa,Africa/Libreville,1,-0.714722,10.239444,82,5,2017-10-10 11:17:20
FOGV,MVX,Minvoul Airport,Minvoul,MVX,"",GA,Gabon,Africa,Africa/Libreville,1,2.15,12.133333,1969,5,2017-10-10 11:17:20
FOOB,BMM,Bitam Airport,Bitam,BMM,"",GA,Gabon,Africa,Africa/Libreville,1,2.075833,11.490833,1969,5,2017-10-10 11:17:20
FOOD,MFF,Moanda Airport,Moanda,MFF,"",GA,Gabon,Africa,Africa/Libreville,1,-1.536944,13.270833,1877,5,2017-10-10 11:17:20
FOOE,MKB,Mekambo Airport,Mekambo,MKB,"",GA,Gabon,Africa,Africa/Libreville,1,1.05,13.833333,1686,5,2017-10-10 11:17:20
FOOG,POG,Port Gentil Airport,Port Gentil,POG,"",GA,Gabon,Africa,Africa/Libreville,1,-0.719964,8.753584,13,4,2017-10-10 11:17:20
FOOH,OMB,Omboue Airport,Omboue,OMB,"",GA,Gabon,Africa,Africa/Libreville,1,-1.6,9.266667,33,5,2017-10-10 11:17:20
FOOK,MKU,Makokou Airport,Makokou,MKU,"",GA,Gabon,Africa,Africa/Libreville,1,0.559167,12.861111,1726,5,2017-10-10 11:17:20
FOOL,LBV,Libreville Airport,Libreville,LBV,"",GA,Gabon,Africa,Africa/Libreville,1,0.456963,9.409852,39,4,2017-10-10 11:17:20
FOOM,MZC,Mitzic Airport,Mitzic,MZC,"",GA,Gabon,Africa,Africa/Libreville,1,0.783333,11.566667,1913,5,2017-10-10 11:17:20
FOON,MVB,"M'Vengue El Hadj Omar Bongo Ondimba Intl Airport",Franceville,MVB,"",GA,Gabon,Africa,Africa/Libreville,1,-1.65,13.433333,1447,4,2017-10-10 11:17:20
FOOR,LTL,Lastourville Airport,Lastourville,LTL,"",GA,Gabon,Africa,Africa/Libreville,1,-0.833333,12.716667,1585,5,2017-10-10 11:17:20
FOOS,ZKM,Sette Cama Airport,Sette Cama,ZKM,"",GA,Gabon,Africa,Africa/Libreville,1,-2.533333,9.75,10,5,2017-10-10 11:17:20
FOOT,TCH,Tchibanga Airport,Tchibanga,TCH,"",GA,Gabon,Africa,Africa/Libreville,1,-2.816667,11,269,5,2017-10-10 11:17:20
FOOY,MYB,Mayoumba Airport,Mayoumba,MYB,"",GA,Gabon,Africa,Africa/Libreville,1,-3.45,10.683333,13,5,2017-10-10 11:17:20
FPPR,PCP,Principe Airport,Principe,PCP,"",ST,Sao Tome and Principe,Africa,Africa/Sao_Tome,0,1.665093,7.412398,611,4,2017-10-10 11:17:20
FPST,TMS,Sao Tome Island Airport,Sao Tome Island,TMS,"",ST,Sao Tome and Principe,Africa,Africa/Sao_Tome,0,0.378333,6.725,33,4,2017-10-10 11:17:20
FQAG,ANO,Angoche Airport,Angoche,ANO,"",MZ,Mozambique,Africa,Africa/Maputo,2,-16.177778,39.936944,118,5,2017-10-10 11:17:20
FQBR,BEW,Beira Airport,Beira,BEW,"",MZ,Mozambique,Africa,Africa/Maputo,2,-19.798806,34.901919,33,4,2017-10-10 11:17:20
FQCB,FXO,Cuamba Airport,Cuamba,FXO,"",MZ,Mozambique,Africa,Africa/Maputo,2,-14.805278,36.526944,1920,5,2017-10-10 11:17:20
FQCH,VPY,Chimoio Airport,Chimoio,VPY,"",MZ,Mozambique,Africa,Africa/Maputo,2,-19.148927,33.426891,2282,4,2017-10-10 11:17:20
FQIA,IHC,Inhaca Airport,Inhaca,IHC,"",MZ,Mozambique,Africa,Africa/Maputo,2,-26,32.933333,8,5,2017-10-10 11:17:20
FQIN,INH,Inhambane Airport,Inhambane,INH,"",MZ,Mozambique,Africa,Africa/Maputo,2,-23.874444,35.408333,30,4,2017-10-10 11:17:20
FQLC,VXC,Lichinga Airport,Lichinga,VXC,"",MZ,Mozambique,Africa,Africa/Maputo,2,-13.283333,35.25,4491,4,2017-10-10 11:17:20
FQLU,LFB,Lumbo Airport,Lumbo,APL,"",MZ,Mozambique,Africa,Africa/Maputo,2,-15.032044,40.67248,43,5,2017-10-10 11:17:20
FQMA,MPM,Maputo International Airport,Maputo,MPM,"",MZ,Mozambique,Africa,Africa/Maputo,2,-25.924388,32.57429,145,3,2017-10-10 11:17:20
FQMP,MZB,Mocimboa da Praia Airport,Mocimboa da Praia,MZB,"",MZ,Mozambique,Africa,Africa/Maputo,2,-11.360261,40.356075,86,4,2017-10-10 11:17:20
FQNC,MNC,Nacala Airport,Nacala,MNC,"",MZ,Mozambique,Africa,Africa/Maputo,2,-14.49363,40.708218,363,4,2017-10-10 11:17:20
FQNP,APL,Nampula Airport,Nampula,APL,"",MZ,Mozambique,Africa,Africa/Maputo,2,-15.101667,39.287222,1444,4,2017-10-10 11:17:20
FQPB,POL,Pemba Airport,Pemba,POL,"",MZ,Mozambique,Africa,Africa/Maputo,2,-12.988333,40.5225,331,4,2017-10-10 11:17:20
FQPO,PDD,Ponta De Ouro,Ponta De Ouro,PDD,"",MZ,Mozambique,Africa,Africa/Maputo,2,-26.783056,32.880556,92,5,2017-10-10 11:17:20
FQQL,UEL,Quelimane Airport,Quelimane,UEL,"",MZ,Mozambique,Africa,Africa/Maputo,2,-17.857741,36.871545,20,4,2017-10-10 11:17:20
FQTT,TET,Matundo Airport,Tete,TET,"",MZ,Mozambique,Africa,Africa/Maputo,2,-16.103333,33.638889,525,4,2017-10-10 11:17:20
FQVL,VNX,Vilanculos Airport,Vilanculos,VNX,"",MZ,Mozambique,Africa,Africa/Maputo,2,-22.016667,35.283333,46,4,2017-10-10 11:17:20
FSDR,DES,Desroches Airport,Desroches,DES,"",SC,Seychelles,Africa,Indian/Mahe,4,-5.683333,53.683333,10,5,2017-10-10 11:17:20
FSIA,SEZ,Seychelles International Airport,Mahe Island,SEZ,"",SC,Seychelles,Africa,Indian/Mahe,4,-4.671275,55.511279,15,4,2017-10-10 11:17:20
FSPP,PRI,Praslin Island Airport,Praslin Island,PRI,"",SC,Seychelles,Africa,Indian/Mahe,4,-4.323883,55.692313,10,4,2017-10-10 11:17:20
FSSB,BDI,Bird Island Airport,Bird Island,BDI,"",SC,Seychelles,Africa,Indian/Mahe,4,-3.716667,55.216667,6,5,2017-10-10 11:17:20
FSSD,DEI,Denis Island Airport,Denis Island,DEI,"",SC,Seychelles,Africa,Indian/Mahe,4,-3.8,55.666667,10,5,2017-10-10 11:17:20
FSSF,FRK,Fregate Island Airport,Fregate Island,FRK,"",SC,Seychelles,Africa,Indian/Mahe,4,-4.583333,55.966667,55,5,2017-10-10 11:17:20
FTTA,SRH,Sarh Airport,Sarh,SRH,"",TD,Chad,Africa,Africa/Ndjamena,1,9.083333,18.383333,1198,5,2017-10-10 11:17:20
FTTB,OGR,Bongor Airport,Bongor,OGR,"",TD,Chad,Africa,Africa/Ndjamena,1,10.289444,15.383333,1076,5,2017-10-10 11:17:20
FTTC,AEH,Abecher Airport,Abecher,AEH,"",TD,Chad,Africa,Africa/Ndjamena,1,13.851389,20.850833,1788,5,2017-10-10 11:17:20
FTTD,MQQ,Moundou Airport,Moundou,MQQ,"",TD,Chad,Africa,Africa/Ndjamena,1,8.625,16.073333,1407,5,2017-10-10 11:17:20
FTTH,LTC,Lai Airport,Lai,LTC,"",TD,Chad,Africa,Africa/Ndjamena,1,9.416667,16.3,1171,5,2017-10-10 11:17:20
FTTI,ATV,Ati Airport,Ati,ATV,"",TD,Chad,Africa,Africa/Ndjamena,1,13.242222,18.3075,1089,5,2017-10-10 11:17:20
FTTJ,NDJ,Ndjamena Airport,Ndjamena,NDJ,"",TD,Chad,Africa,Africa/Ndjamena,1,12.129056,15.034215,968,4,2017-10-10 11:17:20
FTTK,BKR,Bokoro Airport,Bokoro,BKR,"",TD,Chad,Africa,Africa/Ndjamena,1,12.416667,17.233333,984,5,2017-10-10 11:17:20
FTTL,OTC,Bol Airport,Bol,OTC,"",TD,Chad,Africa,Africa/Ndjamena,1,13.433333,14.733333,955,5,2017-10-10 11:17:20
FTTM,MVO,Mongo Airport,Mongo,MVO,"",TD,Chad,Africa,Africa/Ndjamena,1,12.2,18.783333,1414,5,2017-10-10 11:17:20
FTTN,AMC,Am Timan Airport,Am Timan,AMC,"",TD,Chad,Africa,Africa/Ndjamena,1,11.033333,20.283333,1421,5,2017-10-10 11:17:20
FTTP,PLF,Pala Airport,Pala,PLF,"",TD,Chad,Africa,Africa/Ndjamena,1,9.383333,14.933333,1532,5,2017-10-10 11:17:20
FTTS,OUT,Bousso Airport,Bousso,OUT,"",TD,Chad,Africa,Africa/Ndjamena,1,10.483333,16.716667,1099,5,2017-10-10 11:17:20
FTTU,AMO,Mao Airport,Mao,AMO,"",TD,Chad,Africa,Africa/Ndjamena,1,14.116667,15.316667,1073,5,2017-10-10 11:17:20
FTTY,FYT,Faya Airport,Faya,FYT,"",TD,Chad,Africa,Africa/Ndjamena,1,17.916667,19.116667,771,5,2017-10-10 11:17:20
FVBM,BZH,Bumi Hills Airport,Bumi Hills,BZH,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-16.816667,28.35,1657,5,2017-10-10 11:17:20
FVBU,BUQ,Bulawayo Airport,Bulawayo,BUQ,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-20.014933,28.622616,4366,4,2017-10-10 11:17:20
FVCH,CHJ,Chipinge Airport,Chipinge,CHJ,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-20.2,32.65,3720,5,2017-10-10 11:17:20
FVCZ,BFO,Buffalo Range Airport,Buffalo Range,BFO,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-21.009167,31.579167,1421,5,2017-10-10 11:17:20
FVFA,VFA,Victoria Falls Airport,Victoria Falls,VFA,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-18.093056,25.840278,3490,4,2017-10-10 11:17:20
FVGW,GWE,Gweru Airport,Gweru,GWE,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-19.435833,29.861111,4660,5,2017-10-10 11:17:20
FVHA,HRE,RG Mugabe International Airport,Harare,HRE,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-17.918631,31.099249,4901,4,2017-12-13 18:29:45
FVKB,KAB,Kariba Airport,Kariba,KAB,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-16.518333,28.885278,1706,4,2017-10-10 11:17:20
FVMH,MJW,Mahenye Airfield,Mahenye,MJW,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-21.233333,32.333333,885,5,2017-10-10 11:17:20
FVMU,UTA,Mutare Airport,Mutare,UTA,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-18.966667,32.666667,3410,5,2017-10-10 11:17:20
FVMV,MVZ,Masvingo Airport,Masvingo,MVZ,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-20.054167,30.860556,3596,5,2017-10-10 11:17:20
FVWN,HWN,Hwange National Park Airport,Hwange National Park,HWN,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-19.3625,26.518333,3543,5,2017-10-10 11:17:20
FVWT,WKI,Hwange Airport,Hwange,WKI,"",ZW,Zimbabwe,Africa,Africa/Harare,2,-18.3625,26.518333,2500,5,2017-10-10 11:17:20
FWCD,CEH,Chelinda Airport,Chelinda,CEH,"",MW,Malawi,Africa,Africa/Blantyre,2,-10.55,33.8,7760,5,2017-10-10 11:17:20
FWCL,BLZ,Chileka Airport,Blantyre,BLZ,"",MW,Malawi,Africa,Africa/Blantyre,2,-15.674722,34.970833,2555,4,2017-10-10 11:17:20
FWCM,CMK,Club Makokola Airport,Club Makokola,CMK,"",MW,Malawi,Africa,Africa/Blantyre,2,-14.3,35.05,1589,5,2017-10-10 11:17:20
FWDW,DWA,Dwamawa Airport,Dwamawa,DWA,"",MW,Malawi,Africa,Africa/Blantyre,2,-13,34.133333,1605,5,2017-10-10 11:17:20
FWKA,KGJ,Karonga Airport,Karonga,KGJ,"",MW,Malawi,Africa,Africa/Blantyre,2,-9.957778,33.892222,1765,4,2017-10-10 11:17:20
FWKG,KBQ,Kasungu Airport,Kasungu,KBQ,"",MW,Malawi,Africa,Africa/Blantyre,2,-33.466667,13.016667,3470,5,2017-10-10 11:17:20
FWLI,LLW,Lilongwe International Airport,Lilongwe,LLW,"",MW,Malawi,Africa,Africa/Blantyre,2,-13.780039,33.780199,4035,4,2017-10-10 11:17:20
FWLK,LIX,Likoma Island Airport,Likoma Island,LIX,"",MW,Malawi,Africa,Africa/Blantyre,2,-12.075532,34.737195,1587,4,2017-10-10 11:17:20
FWMG,MAI,Mangochi Airport,Mangochi,MAI,"",MW,Malawi,Africa,Africa/Blantyre,2,-14.5,35.25,110,5,2017-10-10 11:17:20
FWMY,MYZ,Monkey Bay Airport,Monkey Bay,MYZ,"",MW,Malawi,Africa,Africa/Blantyre,2,-14.1,34.533333,1283,5,2017-10-10 11:17:20
FWSM,LMB,Salima Airport,Salima,LMB,"",MW,Malawi,Africa,Africa/Blantyre,2,-13.75,34.583333,1688,5,2017-10-10 11:17:20
FWUU,ZZU,Mzuzu Airport,Mzuzu,ZZU,"",MW,Malawi,Africa,Africa/Blantyre,2,-11.442778,34.012778,4115,4,2017-10-10 11:17:20
FXLR,LRB,Leribe Airport,Leribe,LRB,"",LS,Lesotho,Africa,Africa/Maseru,2,-28.966667,28,5350,5,2017-10-10 11:17:20
FXMF,MFC,Mafeteng Airport,Mafeteng,MFC,"",LS,Lesotho,Africa,Africa/Maseru,2,-29.75,27.3,5250,5,2017-10-10 11:17:20
